@relation census_train

@attribute age numeric
@attribute workclass { Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked, ? }
@attribute education-num numeric
@attribute marital-status { Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse }
@attribute occupation { Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces, ? }
@attribute race { White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black }
@attribute sex { Female, Male }
@attribute capital-gainB numeric
@attribute hours-per-week numeric
@attribute native-country { United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands, ? }
@attribute target { 1, 0 }

@data
31,Private,9,Married-civ-spouse,Machine-op-inspct,White,Female,0,40,United-States,1
45,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
63,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,White,Male,0,50,United-States,1
53,Private,15,Never-married,Adm-clerical,White,Male,0,40,United-States,0
42,Private,9,Separated,Machine-op-inspct,White,Female,0,40,United-States,1
31,Local-gov,13,Married-civ-spouse,Prof-specialty,White,Female,0,40,United-States,0
32,Local-gov,14,Never-married,Prof-specialty,Black,Male,0,40,United-States,1
27,Private,10,Never-married,Adm-clerical,White,Female,0,40,?,1
60,Private,9,Married-spouse-absent,Craft-repair,White,Male,0,40,United-States,1
55,Private,10,Separated,Exec-managerial,White,Female,0,10,United-States,1
37,State-gov,13,Never-married,Prof-specialty,White,Female,0,20,United-States,1
34,Private,9,Separated,Adm-clerical,White,Female,0,32,United-States,1
40,Local-gov,13,Divorced,Prof-specialty,White,Female,0,35,United-States,1
19,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
47,Private,12,Divorced,Sales,White,Male,0,44,United-States,1
36,Private,9,Never-married,Adm-clerical,White,Female,0,40,United-States,1
46,Private,13,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,Peru,1
51,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,White,Male,0,55,United-States,0
27,Private,9,Separated,Craft-repair,White,Male,0,40,United-States,1
50,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,1,56,United-States,0
31,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
34,Private,9,Divorced,Craft-repair,White,Male,0,40,United-States,1
46,Federal-gov,13,Divorced,Prof-specialty,White,Female,0,50,United-States,0
41,State-gov,10,Divorced,Other-service,White,Male,0,12,United-States,1
54,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
34,Private,13,Never-married,Sales,White,Female,0,41,United-States,1
28,Private,13,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
17,Private,7,Never-married,Other-service,White,Female,0,13,United-States,1
22,Private,7,Never-married,Farming-fishing,White,Male,0,40,United-States,1
47,Private,3,Married-civ-spouse,Transport-moving,White,Female,0,40,Mexico,0
34,Private,9,Married-spouse-absent,Other-service,White,Female,0,35,El-Salvador,1
45,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,0,60,United-States,1
58,Federal-gov,9,Never-married,Adm-clerical,Amer-Indian-Eskimo,Male,0,40,United-States,1
75,?,9,Widowed,?,White,Female,0,16,United-States,1
18,?,7,Never-married,?,White,Female,0,15,United-States,1
45,Private,10,Divorced,Adm-clerical,Black,Male,0,40,United-States,1
32,Private,9,Married-civ-spouse,Other-service,White,Female,0,40,United-States,1
34,Private,10,Married-civ-spouse,Other-service,White,Male,0,63,United-States,1
34,Private,10,Divorced,Transport-moving,White,Male,0,66,United-States,1
49,Private,9,Divorced,Exec-managerial,White,Female,0,40,United-States,1
18,Local-gov,6,Never-married,Craft-repair,Black,Male,0,40,United-States,1
41,?,10,Married-civ-spouse,?,White,Male,0,40,United-States,1
41,Private,9,Divorced,Machine-op-inspct,White,Female,0,45,United-States,1
30,Private,9,Never-married,Other-service,White,Female,0,40,United-States,1
17,Private,7,Never-married,Other-service,White,Female,0,20,United-States,1
58,?,9,Married-civ-spouse,?,White,Male,0,80,United-States,1
19,?,10,Never-married,?,White,Male,0,40,United-States,1
35,Private,9,Never-married,Craft-repair,White,Male,0,50,United-States,1
44,Local-gov,13,Married-civ-spouse,Prof-specialty,Black,Female,0,36,United-States,0
28,Local-gov,13,Never-married,Tech-support,White,Male,0,40,United-States,1
25,Private,9,Never-married,Sales,White,Female,0,40,United-States,1
38,Private,9,Married-civ-spouse,Adm-clerical,White,Female,0,22,United-States,1
25,?,9,Never-married,?,White,Male,0,40,United-States,1
40,Private,9,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
20,Private,10,Never-married,Handlers-cleaners,White,Male,0,20,United-States,1
27,Private,10,Never-married,Exec-managerial,White,Female,0,40,United-States,1
59,Private,8,Widowed,Machine-op-inspct,White,Female,0,48,United-States,1
25,Private,9,Never-married,Craft-repair,White,Male,0,75,United-States,1
27,Self-emp-not-inc,9,Married-civ-spouse,Other-service,White,Female,0,35,United-States,1
47,Private,9,Divorced,Transport-moving,White,Male,0,70,United-States,1
67,Private,13,Married-civ-spouse,Transport-moving,White,Male,0,24,United-States,0
33,Private,9,Married-civ-spouse,Tech-support,White,Female,0,40,United-States,0
46,Private,9,Married-civ-spouse,Farming-fishing,White,Male,0,55,United-States,1
40,Private,14,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
30,Private,15,Never-married,Prof-specialty,White,Male,0,40,United-States,1
28,Private,10,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
28,Private,4,Never-married,Craft-repair,White,Male,0,40,United-States,1
49,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,White,Male,0,35,Germany,1
34,Private,10,Never-married,Prof-specialty,White,Female,0,12,United-States,0
49,Federal-gov,10,Married-civ-spouse,Adm-clerical,White,Male,0,41,United-States,0
18,Private,7,Never-married,Craft-repair,White,Male,0,40,United-States,1
31,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,45,United-States,1
55,Private,10,Married-civ-spouse,Transport-moving,White,Male,0,6,United-States,0
57,Private,5,Married-civ-spouse,Other-service,White,Female,0,38,United-States,1
35,Private,13,Married-civ-spouse,Sales,White,Male,0,65,United-States,0
66,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,16,United-States,1
47,Local-gov,13,Divorced,Prof-specialty,White,Female,0,35,United-States,0
57,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,0
25,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,48,United-States,1
35,Private,10,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
23,Local-gov,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
29,Private,10,Never-married,Sales,White,Male,0,40,United-States,1
18,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
23,Private,10,Never-married,Other-service,White,Male,0,40,United-States,1
22,Private,11,Never-married,Sales,White,Female,0,37,United-States,1
30,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
43,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,99,United-States,0
44,Private,12,Never-married,Exec-managerial,Asian-Pac-Islander,Female,0,50,United-States,1
30,Private,9,Never-married,Craft-repair,White,Male,0,38,United-States,1
36,Private,9,Never-married,Other-service,White,Male,0,30,United-States,1
22,Private,9,Never-married,Other-service,White,Male,0,40,United-States,1
59,?,9,Married-civ-spouse,?,White,Male,0,40,United-States,1
26,Private,13,Never-married,Sales,White,Male,0,10,Guatemala,1
22,Private,10,Never-married,Other-service,Asian-Pac-Islander,Male,0,24,United-States,1
47,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,45,United-States,1
65,Private,9,Widowed,Other-service,White,Female,0,50,United-States,1
50,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,0
50,Local-gov,10,Married-civ-spouse,Protective-serv,White,Male,1,40,United-States,0
29,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,0
58,Self-emp-not-inc,9,Divorced,Machine-op-inspct,White,Male,0,20,United-States,1
56,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,45,United-States,1
22,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,60,United-States,1
34,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,White,Male,0,80,United-States,1
45,Self-emp-inc,13,Married-civ-spouse,Sales,White,Male,1,40,United-States,0
30,Private,9,Divorced,Exec-managerial,White,Female,0,40,United-States,1
40,Private,10,Married-civ-spouse,Exec-managerial,White,Female,0,45,United-States,0
52,Local-gov,9,Widowed,Other-service,White,Female,0,20,United-States,1
44,Private,13,Married-civ-spouse,Sales,White,Male,0,45,United-States,1
44,Private,9,Never-married,Other-service,White,Male,0,20,Portugal,1
27,Private,13,Separated,Exec-managerial,White,Female,0,60,United-States,1
24,Private,9,Never-married,Craft-repair,White,Male,0,44,United-States,1
28,Private,13,Never-married,Exec-managerial,White,Female,0,45,United-States,1
40,Private,13,Married-civ-spouse,Sales,White,Female,0,72,?,0
67,?,10,Married-civ-spouse,?,White,Male,0,40,United-States,0
49,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
36,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
17,Local-gov,6,Never-married,Farming-fishing,White,Male,0,40,United-States,1
32,Private,12,Married-civ-spouse,Machine-op-inspct,White,Male,0,62,United-States,1
72,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,White,Male,0,30,United-States,1
21,?,9,Never-married,?,White,Male,0,20,United-States,1
59,Private,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,40,United-States,1
32,Private,13,Never-married,Prof-specialty,White,Male,0,40,United-States,1
21,Private,9,Never-married,Machine-op-inspct,White,Male,0,50,United-States,1
29,Local-gov,9,Never-married,Other-service,Black,Female,0,40,United-States,1
29,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,44,United-States,1
59,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,0
23,Private,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,55,United-States,1
67,State-gov,13,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,0,12,United-States,1
26,Private,9,Never-married,Sales,White,Female,0,38,United-States,1
35,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
41,Private,10,Widowed,Other-service,White,Female,0,40,United-States,1
31,Private,13,Married-civ-spouse,Prof-specialty,White,Male,0,40,United-States,1
52,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
45,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,0
23,Private,13,Never-married,Tech-support,White,Male,0,40,United-States,1
31,Private,10,Never-married,Exec-managerial,White,Female,0,50,United-States,1
80,?,4,Married-civ-spouse,?,White,Male,0,35,United-States,1
22,Private,13,Never-married,Prof-specialty,White,Female,0,30,United-States,1
67,Private,13,Married-civ-spouse,Adm-clerical,White,Male,0,8,United-States,1
46,Private,13,Married-civ-spouse,Adm-clerical,White,Male,0,40,United-States,1
35,Private,13,Never-married,Tech-support,Black,Male,0,40,United-States,1
32,Local-gov,12,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
44,Self-emp-inc,9,Divorced,Other-service,White,Female,0,33,United-States,1
24,Private,13,Never-married,Adm-clerical,White,Male,0,40,United-States,1
28,Private,9,Married-civ-spouse,Sales,White,Male,0,40,United-States,1
52,Private,13,Married-civ-spouse,Prof-specialty,White,Male,1,44,United-States,0
24,Private,9,Divorced,Handlers-cleaners,White,Male,0,40,United-States,1
31,Private,9,Never-married,Adm-clerical,White,Female,0,35,United-States,1
59,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
35,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,1,40,United-States,1
32,Private,10,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
45,Private,9,Married-civ-spouse,Craft-repair,White,Male,1,60,United-States,0
76,Self-emp-not-inc,5,Married-civ-spouse,Farming-fishing,White,Male,0,40,United-States,1
24,Private,10,Never-married,Sales,White,Male,0,20,United-States,1
33,Private,12,Never-married,Tech-support,White,Male,0,40,United-States,1
47,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
65,Federal-gov,10,Widowed,Adm-clerical,White,Male,0,20,Poland,1
65,Self-emp-inc,13,Never-married,Exec-managerial,White,Male,0,40,United-States,1
68,Private,9,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
22,Private,6,Never-married,Sales,Black,Female,0,40,United-States,1
36,Self-emp-not-inc,10,Married-civ-spouse,Sales,White,Male,0,50,United-States,0
66,?,7,Married-civ-spouse,?,White,Male,0,32,United-States,1
64,Self-emp-not-inc,9,Widowed,Sales,White,Female,0,70,United-States,1
47,Private,15,Married-civ-spouse,Prof-specialty,White,Male,1,50,United-States,0
38,?,9,Divorced,?,White,Male,0,30,United-States,1
64,Private,9,Widowed,Sales,White,Female,1,50,France,0
44,Federal-gov,13,Married-civ-spouse,Exec-managerial,White,Male,1,40,United-States,0
66,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
33,Self-emp-inc,9,Never-married,Craft-repair,White,Male,0,50,United-States,1
64,Private,6,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,1
17,Private,8,Never-married,Handlers-cleaners,White,Male,0,35,United-States,1
26,Private,9,Never-married,Craft-repair,White,Male,0,40,United-States,1
43,Private,9,Separated,Adm-clerical,White,Female,0,20,United-States,1
40,Private,6,Divorced,Machine-op-inspct,White,Male,0,40,United-States,1
43,Private,15,Married-civ-spouse,Prof-specialty,White,Male,1,50,United-States,0
24,Private,13,Married-civ-spouse,Adm-clerical,White,Female,0,40,Puerto-Rico,1
57,Private,14,Divorced,Prof-specialty,White,Male,0,30,United-States,1
68,Local-gov,9,Married-civ-spouse,Adm-clerical,White,Male,0,15,United-States,1
22,Private,10,Never-married,Adm-clerical,White,Female,0,35,United-States,1
21,Private,6,Married-civ-spouse,Sales,White,Male,0,44,United-States,1
18,?,9,Never-married,?,Black,Female,0,30,United-States,1
36,Private,6,Never-married,Handlers-cleaners,White,Male,0,40,United-States,1
48,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,48,United-States,0
32,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
75,Self-emp-inc,10,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
25,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
42,Private,9,Married-civ-spouse,Sales,White,Male,1,40,Japan,0
17,Local-gov,7,Never-married,Adm-clerical,White,Female,0,20,United-States,1
70,?,15,Divorced,?,White,Male,0,45,United-States,1
35,Private,9,Never-married,Other-service,White,Male,0,30,United-States,1
34,Private,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,40,United-States,0
31,Private,9,Married-civ-spouse,Other-service,Black,Female,0,35,United-States,1
24,Private,8,Never-married,Other-service,Other,Male,0,40,Dominican-Republic,1
46,Private,12,Never-married,Craft-repair,Black,Female,0,50,United-States,1
44,Self-emp-not-inc,9,Married-civ-spouse,Sales,White,Male,0,48,?,1
56,Local-gov,13,Married-civ-spouse,Protective-serv,White,Male,0,40,United-States,0
39,Private,9,Married-civ-spouse,Other-service,White,Male,0,30,United-States,1
46,Federal-gov,13,Married-civ-spouse,Exec-managerial,Black,Male,0,40,United-States,1
35,Federal-gov,9,Married-civ-spouse,Prof-specialty,White,Male,0,60,United-States,1
39,Private,10,Married-civ-spouse,Exec-managerial,White,Male,0,47,United-States,0
25,Private,9,Never-married,Sales,White,Female,0,35,United-States,1
18,Private,7,Never-married,Sales,White,Male,0,30,United-States,1
50,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,0
43,Private,12,Divorced,Prof-specialty,White,Female,0,40,United-States,1
38,Private,9,Separated,Adm-clerical,White,Female,0,32,United-States,1
26,Private,10,Never-married,Adm-clerical,White,Female,0,40,United-States,1
48,Private,14,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,0
42,Private,9,Married-civ-spouse,Sales,White,Female,0,40,United-States,0
22,Private,6,Never-married,Sales,White,Female,0,30,United-States,1
20,Private,10,Never-married,Other-service,White,Male,0,50,United-States,1
34,Private,9,Never-married,Other-service,White,Female,0,28,United-States,1
31,Private,4,Never-married,Machine-op-inspct,White,Male,0,40,Mexico,1
54,Private,9,Widowed,Adm-clerical,Black,Female,0,40,United-States,1
38,Private,12,Married-civ-spouse,Adm-clerical,White,Female,0,40,United-States,0
53,?,9,Married-civ-spouse,?,Black,Female,0,2,United-States,1
51,Private,9,Married-civ-spouse,Transport-moving,White,Male,0,40,United-States,1
54,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,White,Male,0,40,Ireland,0
54,Private,9,Widowed,Exec-managerial,White,Female,0,80,United-States,1
64,Private,9,Married-civ-spouse,Adm-clerical,White,Male,0,39,United-States,1
48,?,9,Married-civ-spouse,?,White,Male,0,20,United-States,1
19,?,10,Never-married,?,White,Male,0,15,United-States,1
52,Private,9,Married-civ-spouse,Sales,White,Male,0,50,United-States,1
34,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,White,Male,0,50,United-States,1
39,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,White,Male,0,50,United-States,1
38,Private,10,Divorced,Adm-clerical,White,Female,0,30,United-States,1
48,Private,10,Widowed,Adm-clerical,White,Female,0,40,United-States,0
42,Self-emp-not-inc,13,Divorced,Craft-repair,White,Male,0,65,United-States,1
38,Self-emp-inc,9,Married-civ-spouse,Sales,White,Male,0,55,Italy,0
40,Private,13,Never-married,Prof-specialty,White,Female,0,40,United-States,1
37,State-gov,12,Married-civ-spouse,Exec-managerial,White,Male,0,45,United-States,1
34,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,40,United-States,1
60,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,White,Male,0,65,United-States,1
59,Federal-gov,9,Widowed,Adm-clerical,White,Female,0,40,United-States,1
30,Private,11,Never-married,Other-service,White,Female,0,41,United-States,1
47,State-gov,9,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,40,United-States,1
42,Private,13,Married-civ-spouse,Adm-clerical,Other,Male,1,40,Mexico,0
32,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,60,United-States,1
23,Private,9,Married-civ-spouse,Craft-repair,White,Male,0,40,United-States,1
27,Private,9,Divorced,Handlers-cleaners,White,Male,0,40,United-States,1
55,Private,9,Married-civ-spouse,Other-service,Black,Male,0,38,United-States,1
39,Private,11,Divorced,Adm-clerical,White,Female,0,50,United-States,1
33,Private,13,Married-civ-spouse,Exec-managerial,White,Male,0,50,England,1
30,Private,10,Never-married,Handlers-cleaners,White,Male,0,45,United-States,1
81,Private,9,Married-civ-spouse,Transport-moving,Black,Male,0,20,United-States,1
41,Private,11,Divorced,Prof-specialty,White,Female,0,40,United-States,1
38,Private,7,Married-civ-spouse,Craft-repair,White,Male,0,40,Mexico,1
